ID,Data,Sexo,Idade,Horário,CAUSA DA MORTE,Local,Latitude,Longitude,Município,Classificação
179,17/03/2017,masculino,31,21:44:00,ARMA DE FOGO,Liberdade,"-2,527837","-44,285545",São Luís,HOMICÍDIO DOLOSO
180,17/03/2017,masculino,23,21:56:00,ARMA DE FOGO,Residencial Nova Terra,"-2,570957","-44,15195",São José de Ribamar,HOMICÍDIO DOLOSO
181,17/03/2017,masculino,21,20:23:00,ARMA DE FOGO,Vila Santa Terezinha,"-2,559521","-44,195423",São José de Ribamar,LATROCÍNIO
182,18/03/2017,masculino,22,17:37:00,ARMA DE FOGO,Alemanha,"-2,536584","-44,270396",São Luís,HOMICÍDIO DOLOSO
183,18/03/2017,masculino,43,13:47:00,ARMA DE FOGO,Apaco,"-2,587483","-44,204174",São Luís,HOMICÍDIO DOLOSO
184,18/03/2017,masculino,20,20:29:00,ARMA DE FOGO,Quebra Pote,"-2,694348","-44,21804",São Luís,HOMICÍDIO DOLOSO
185,19/03/2017,masculino,22,03:52:00,ARMA DE FOGO,Coroado,"-2,553733","-44,27001",São Luís,HOMICÍDIO DOLOSO
186,19/03/2017,masculino,26,15:21:00,ARMA DE FOGO,Fátima,"-2,545758","-44,282992",São Luís,HOMICÍDIO DOLOSO
187,19/03/2017,masculino,25,04:30:00,ARMA DE FOGO,Vila Vitória,"-2,608866","-44,203942",São Luís,HOMICÍDIO DOLOSO
188,20/03/2017,masculino,22,21:00:00,ARMA DE FOGO,João Paulo,"-2,547023","-44,27398",São Luís,LESÃO CORPORAL SEGUIDA DE MORTE
189,20/03/2017,masculino,33,03:40:00,ARMA DE FOGO,Anjo da Guarda,"-2,559842","-44,32904",São Luís,MORTE DECORRENTE DE INTERVENÇÃO POLICIAL
190,20/03/2017,masculino,30,23:54:00,ARMA BRANCA,Maiobão,"-2,541257","-44,171391",Paço do Lumiar,HOMICÍDIO DOLOSO
191,21/03/2017,masculino,21,11:01:00,ARMA DE FOGO,Residencial Luís Fernando,"-2,545197","-44,157035",Paço do Lumiar,HOMICÍDIO DOLOSO
192,22/03/2017,masculino,16,18:49:00,ARMA DE FOGO,Cidade Operária,"-2,573668","-44,199457",São Luís,LATROCÍNIO
193,23/03/2017,masculino,27,20:43:00,ARMA DE FOGO,Conjunto Paranã I,"-2,53474","-44,161263",Paço do Lumiar,HOMICÍDIO DOLOSO
194,23/03/2017,masculino,34,23:30:00,ARMA BRANCA,Coroadinho,"-2,563829","-44,265997",São Luís,LESÃO CORPORAL SEGUIDA DE MORTE
195,23/03/2017,masculino,30,19:47:00,ARMA DE FOGO,Liberdade,"-2,527837","-44,285545",São Luís,HOMICÍDIO DOLOSO
196,23/03/2017,masculino,15,22:04:00,ARMA DE FOGO,Vila Cafeteira-PCL,"-2,538985","-44,14856",Paço do Lumiar,HOMICÍDIO DOLOSO
197,24/03/2017,masculino,13,17:00:00,ARMA DE FOGO,Caratatíua,"-2,540914","-44,26765",São Luís,HOMICÍDIO DOLOSO
198,24/03/2017,masculino,44,19:00:00,ARMA DE FOGO,Vila Cabral Miranda I,"-2,685517","-44,295974",São Luís,HOMICÍDIO DOLOSO
199,25/03/2017,masculino,25,04:30:00,ARMA DE FOGO,Cidade Olímpica,"-2,594718","-44,18345",São Luís,HOMICÍDIO DOLOSO
200,25/03/2017,masculino,40,22:56:00,ARMA DE FOGO,Fumacê,"-2,560035","-44,338074",São Luís,HOMICÍDIO DOLOSO
201,26/03/2017,masculino,31,12:00:00,ARMA DE FOGO,Liberdade,"-2,527837","-44,285545",São Luís,MORTE DECORRENTE DE INTERVENÇÃO POLICIAL
202,26/03/2017,masculino,19,12:00:00,ARMA DE FOGO,Liberdade,"-2,527837","-44,285545",São Luís,MORTE DECORRENTE DE INTERVENÇÃO POLICIAL
203,26/03/2017,masculino,31,21:00:00,ARMA DE FOGO,Anjo da Guarda,"-2,559842","-44,32904",São Luís,HOMICÍDIO DOLOSO
204,27/03/2017,masculino,18,13:00:00,ARMA DE FOGO,Aurora,"-2,548845","-44,228532",São Luís,HOMICÍDIO DOLOSO
205,27/03/2017,masculino,44,04:06:00,ARMA DE FOGO,Cidade Olímpica,"-2,594718","-44,18345",São Luís,HOMICÍDIO DOLOSO
206,27/03/2017,masculino,28,18:43:00,ARMA DE FOGO,Bom Jesus,"-2,565726","-44,274752",São Luís,HOMICÍDIO DOLOSO
207,27/03/2017,masculino,32,22:33:00,ARMA DE FOGO,Parque Jair,"-2,507301","-44,182334",São José de Ribamar,HOMICÍDIO DOLOSO
208,27/03/2017,masculino,28,12:30:00,ARMA DE FOGO,Vila Embratel,"-2,568181","-44,311981",São Luís,HOMICÍDIO DOLOSO
209,28/03/2017,masculino,24,15:13:00,ARMA DE FOGO,Mata,"-2,588888","-44,164567",São José de Ribamar,HOMICÍDIO DOLOSO
210,28/03/2017,masculino,19,07:48:00,OUTROS MEIOS,São Brás dos Macacos,"-2,590044","-44,165545",São José de Ribamar,HOMICÍDIO DOLOSO
211,28/03/2017,masculino,17,23:34:00,ARMA DE FOGO,Vila Conceição – Alto do Calhau,"-2,495039","-44,255354",São Luís,HOMICÍDIO DOLOSO
212,29/03/2017,masculino,46,20:07:00,ARMA DE FOGO,Andiroba,"-2,629915","-44,188449",São Luís,HOMICÍDIO DOLOSO
213,29/03/2017,masculino,23,05:44:00,ARMA BRANCA,Estiva,"-2,756847","-44,348245",São Luís,HOMICÍDIO DOLOSO
214,31/03/2017,masculino,29,19:32:00,ARMA DE FOGO,Vinhais Velho,"-2,520152","-44,269602",São Luís,HOMICÍDIO DOLOSO
215,01/04/2017,masculino,37,22:30:00,ARMA DE FOGO,Estiva,"-2,756847","-44,348245",São Luís,HOMICÍDIO DOLOSO
216,01/04/2017,masculino,25,22:25:00,ARMA DE FOGO,Itapera,"-2,671284","-44,281511",São Luís,HOMICÍDIO DOLOSO
217,01/04/2017,masculino,34,08:00:00,ARMA DE FOGO,Residencial Marcelo Dino,"-2,6182","-44,190371",São Luís,HOMICÍDIO DOLOSO
218,02/04/2017,masculino,25,08:22:00,ARMA DE FOGO,Conjunto Rio Anil,"-2,536284","-44,248338",São Luís,HOMICÍDIO DOLOSO
219,02/04/2017,masculino,32,08:22:00,ARMA DE FOGO,Conjunto Rio Anil,"-2,536284","-44,248338",São Luís,MORTE DECORRENTE DE INTERVENÇÃO POLICIAL
220,03/04/2017,masculino,21,19:42:00,,Anjo da Guarda,"-2,559842","-44,32904",São Luís,MORTE DECORRENTE DE INTERVENÇÃO POLICIAL
221,03/04/2017,masculino,31,18:17:00,ARMA BRANCA,Residencial Carlos Augusto,"-2,529209","-44,165152",Paço do Lumiar,HOMICÍDIO DOLOSO
222,05/04/2017,masculino,13,20:21:00,ARMA DE FOGO,Coroadinho,"-2,563829","-44,265997",São Luís,HOMICÍDIO DOLOSO
223,06/04/2017,masculino,16,13:40:00,ARMA DE FOGO,Conjunto Paranã III,"-2,53504","-44,160876",Paço do Lumiar,MORTE DECORRENTE DE INTERVENÇÃO POLICIAL
224,06/04/2017,masculino,23,09:56:00,ARMA BRANCA,Residencial Novo Horizonte,"-2,525437","-44,147015",Paço do Lumiar,HOMICÍDIO DOLOSO
225,07/04/2017,masculino,67,18:30:00,ARMA DE FOGO,Cidade Olímpica,"-2,594718","-44,18345",São Luís,HOMICÍDIO DOLOSO
226,07/04/2017,masculino,34,14:58:00,ARMA DE FOGO,Santana,"-2,601449","-44,170747",São José de Ribamar,HOMICÍDIO DOLOSO
227,07/04/2017,masculino,36,14:58:00,ARMA DE FOGO,Santana,"-2,601449","-44,170747",São José de Ribamar,HOMICÍDIO DOLOSO
228,07/04/2017,masculino,14,12:36:00,ARMA DE FOGO,Vila Cascavel,"-2,594016","-44,220041",São Luís,HOMICÍDIO DOLOSO
229,08/04/2017,masculino,31,10:21:00,ARMA DE FOGO,Anil,"-2,548481","-44,238682",São Luís,HOMICÍDIO DOLOSO
230,08/04/2017,masculino,37,23:05:00,ARMA DE FOGO,Goiabal,"-2,542372","-44,29724",São Luís,HOMICÍDIO DOLOSO
231,09/04/2017,masculino,33,05:30:00,ARMA DE FOGO,Alemanha,"-2,536584","-44,270396",São Luís,HOMICÍDIO DOLOSO
232,11/04/2017,masculino,21,19:12:00,ARMA DE FOGO,Vila Progresso – Pedrinhas,"-2,683815","-44,294803",São Luís,HOMICÍDIO DOLOSO
233,11/04/2017,masculino,21,19:12:00,ARMA DE FOGO,Vila Progresso – Pedrinhas,"-2,683815","-44,294803",São Luís,HOMICÍDIO DOLOSO
234,13/04/2017,masculino,34,04:27:00,ARMA DE FOGO,Cohab-Anil IV,"-2,544258","-44,214821",São Luís,HOMICÍDIO DOLOSO
235,13/04/2017,masculino,40,20:32:00,ARMA DE FOGO,Vila Bom Viver,"-2,442353","-44,100464",Raposa,HOMICÍDIO DOLOSO
236,13/04/2017,masculino,21,21:09:00,ARMA DE FOGO,São Francisco,"-2,510474","-44,3049",São Luís,HOMICÍDIO DOLOSO
237,14/04/2017,masculino,34,23:30:00,ARMA DE FOGO,Camboa,"-2,524172","-44,291157",São Luís,LESÃO CORPORAL SEGUIDA DE MORTE
238,15/04/2017,masculino,32,05:04:00,ARMA BRANCA,Centro-SLZ,"-2,530153","-44,299664",São Luís,HOMICÍDIO DOLOSO
239,15/04/2017,masculino,35,23:37:00,ARMA DE FOGO,Liberdade,"-2,527837","-44,285545",São Luís,HOMICÍDIO DOLOSO
240,16/04/2017,masculino,38,19:00:00,ARMA BRANCA,Anjo da Guarda,"-2,559842","-44,32904",São Luís,HOMICÍDIO DOLOSO
241,16/04/2017,masculino,27,21:23:00,ARMA DE FOGO,Vicente Fialho,"-2,509273","-44,238317",São Luís,HOMICÍDIO DOLOSO
242,17/04/2017,masculino,18,19:00:00,ARMA DE FOGO,Cidade Olímpica,"-2,594718","-44,18345",São Luís,HOMICÍDIO DOLOSO
243,17/04/2017,masculino,25,06:20:00,ESPANCAMENTO,Residencial Novo Horizonte,"-2,525437","-44,147015",Paço do Lumiar,HOMICÍDIO DOLOSO
244,18/04/2017,masculino,43,21:10:00,ARMA DE FOGO,Cidade Olímpica,"-2,594718","-44,18345",São Luís,HOMICÍDIO DOLOSO
245,19/04/2017,masculino,41,14:38:00,ARMA DE FOGO,Mocajituba,"-2,481109","-44,134251",Paço do Lumiar,HOMICÍDIO DOLOSO
246,19/04/2017,masculino,28,20:13:00,ARMA DE FOGO,Vila Industrial,"-2,625221","-44,268723",São Luís,HOMICÍDIO DOLOSO
247,21/04/2017,masculino,19,12:55:00,ARMA DE FOGO,Ivar Saldanha,"-2,540335","-44,263734",São Luís,HOMICÍDIO DOLOSO
248,21/04/2017,masculino,29,15:37:00,ARMA DE FOGO,Vila Brasil,"-2,563739","-44,214156",São Luís,HOMICÍDIO DOLOSO
249,22/04/2017,masculino,42,19:30:00,ARMA DE FOGO,Fátima,"-2,545758","-44,282992",São Luís,HOMICÍDIO DOLOSO
250,23/04/2017,masculino,42,22:45:00,ARMA DE FOGO,Barreto,"-2,547431","-44,259281",São Luís,HOMICÍDIO DOLOSO
251,24/04/2017,masculino,30,18:51:00,ARMA BRANCA,Parque Nice Lobão,"-2,558342","-44,270246",São Luís,HOMICÍDIO DOLOSO
252,24/04/2017,masculino,58,14:00:00,ARMA DE FOGO,Tamancão,"-2,541385","-44,313698",São Luís,HOMICÍDIO DOLOSO
253,24/04/2017,masculino,22,23:50:00,ARMA DE FOGO,Vila Nazaré,"-2,547688","-44,168043",São José de Ribamar,HOMICÍDIO DOLOSO
254,25/04/2017,masculino,68,16:30:00,ARMA BRANCA,Anjo da Guarda,"-2,559842","-44,32904",São Luís,HOMICÍDIO DOLOSO
255,25/04/2017,masculino,17,18:07:00,ARMA DE FOGO,Coroadinho,"-2,563829","-44,265997",São Luís,HOMICÍDIO DOLOSO
256,25/04/2017,masculino,21,20:54:00,ESPANCAMENTO,São Raimundo,"-2,596433","-44,231129",São Luís,HOMICÍDIO DOLOSO
257,26/04/2017,masculino,17,02:08:00,ARMA DE FOGO,Vicente Fialho,"-2,509273","-44,238317",São Luís,MORTE DECORRENTE DE INTERVENÇÃO POLICIAL
258,26/04/2017,masculino,41,18:35:00,ARMA DE FOGO,Cidade Olímpica,"-2,594718","-44,18345",São Luís,HOMICÍDIO DOLOSO
259,26/04/2017,masculino,15,13:50:00,ARMA DE FOGO,Vila Palmeira,"-2,541625","-44,254272",São Luís,HOMICÍDIO DOLOSO
260,28/04/2017,masculino,29,21:00:00,ARMA DE FOGO,Apeadouro,"-2,539531","-44,276555",São Luís,MORTE DECORRENTE DE INTERVENÇÃO POLICIAL
261,28/04/2017,masculino,26,21:00:00,ARMA DE FOGO,Apeadouro,"-2,539531","-44,276555",São Luís,MORTE DECORRENTE DE INTERVENÇÃO POLICIAL
262,28/04/2017,masculino,16,21:00:00,ARMA DE FOGO,Apeadouro,"-2,539531","-44,276555",São Luís,MORTE DECORRENTE DE INTERVENÇÃO POLICIAL
263,28/04/2017,masculino,18,21:00:00,ARMA DE FOGO,Apeadouro,"-2,539531","-44,276555",São Luís,MORTE DECORRENTE DE INTERVENÇÃO POLICIAL
264,28/04/2017,masculino,40,06:18:00,ARMA BRANCA,Anjo da Guarda,"-2,559842","-44,32904",São Luís,HOMICÍDIO DOLOSO
265,29/04/2017,masculino,25,06:00:00,ARMA DE FOGO,Cidade Olímpica,"-2,594718","-44,18345",São Luís,MORTE DECORRENTE DE INTERVENÇÃO POLICIAL
266,29/04/2017,masculino,31,05:40:00,ARMA BRANCA,Trizidela da Maioba,"-2,538813","-44,193256",São José de Ribamar,HOMICÍDIO DOLOSO
267,30/04/2017,masculino,17,23:00:00,ARMA DE FOGO,Cohatrac IV,"-2,53504","-44,204049",São Luís,HOMICÍDIO DOLOSO
268,30/04/2017,masculino,35,03:00:00,ARMA DE FOGO,Novo Paço,"-2,54653","-44,153795",Paço do Lumiar,HOMICÍDIO DOLOSO
269,30/04/2017,masculino,20,20:00:00,ARMA DE FOGO,Novo Paço,"-2,54653","-44,153795",Paço do Lumiar,HOMICÍDIO DOLOSO
270,01/05/2017,masculino,28,02:35:00,ARMA DE FOGO,Anil,"-2,548481","-44,238682",São Luís,HOMICÍDIO DOLOSO
271,04/05/2017,masculino,28,18:59:00,ARMA DE FOGO,Fátima,"-2,545758","-44,282992",São Luís,HOMICÍDIO DOLOSO
272,05/05/2017,masculino,17,20:16:00,ARMA DE FOGO,Pedrinhas,"-2,688089","-44,302711",São Luís,MORTE DECORRENTE DE INTERVENÇÃO POLICIAL
273,05/05/2017,masculino,29,09:15:00,ARMA DE FOGO,Retiro Natal,"-2,537977","-44,285331",São Luís,HOMICÍDIO DOLOSO
274,06/05/2017,masculino,23,23:44:00,ARMA DE FOGO,Jardim Tropical II,"-2,57504","-44,177828",São José de Ribamar,HOMICÍDIO DOLOSO
275,06/05/2017,masculino,30,01:00:00,ARMA DE FOGO,Mata,"-2,588888","-44,164567",São José de Ribamar,HOMICÍDIO DOLOSO
276,06/05/2017,masculino,15,19:08:00,ARMA DE FOGO,Parque Pindorama,"-2,558406","-44,279709",São Luís,HOMICÍDIO DOLOSO
277,07/05/2017,masculino,16,18:00:00,ARMA DE FOGO,Monte Castelo,"-2,534483","-44,280224",São Luís,HOMICÍDIO DOLOSO
278,07/05/2017,masculino,27,02:00:00,ARMA DE FOGO,-,"-2,647449","-44,074745",-,HOMICÍDIO DOLOSO
279,07/05/2017,masculino,20,19:54:00,ARMA DE FOGO,Pedrinhas,"-2,688089","-44,302711",São Luís,HOMICÍDIO DOLOSO
280,08/05/2017,masculino,29,21:30:00,ARMA BRANCA,Iguaíba,"-2,477074","-44,096889",Paço do Lumiar,HOMICÍDIO DOLOSO
281,08/05/2017,masculino,35,05:30:00,ARMA BRANCA,Vila Embratel,"-2,568181","-44,311981",São Luís,HOMICÍDIO DOLOSO
282,09/05/2017,masculino,30,19:30:00,ARMA DE FOGO,Vila Mauro Fecury II,"-2,551964","-44,33302",São Luís,HOMICÍDIO DOLOSO
283,10/05/2017,feminino,41,21:30:00,ARMA DE FOGO,Cidade Olímpica,"-2,594718","-44,18345",São Luís,LESÃO CORPORAL SEGUIDA DE MORTE
284,11/05/2017,masculino,35,05:20:00,ARMA DE FOGO,-,"-2,647449","-44,074745",-,HOMICÍDIO DOLOSO
285,12/05/2017,masculino,28,14:28:00,ARMA DE FOGO,Recanto do Turu,"-2,510388","-44,205251",São José de Ribamar,MORTE DECORRENTE DE INTERVENÇÃO POLICIAL
286,13/05/2017,masculino,29,01:07:00,ARMA BRANCA,Itapera,"-2,671284","-44,281511",São Luís,HOMICÍDIO DOLOSO
287,13/05/2017,masculino,24,18:23:00,ARMA DE FOGO,Jardim São Cristóvão,"-2,571954","-44,225979",São Luís,HOMICÍDIO DOLOSO
288,13/05/2017,masculino,26,10:20:00,ARMA DE FOGO,Vila Janaína,"-2,59146","-44,191303",São Luís,HOMICÍDIO DOLOSO
289,14/05/2017,masculino,41,08:22:00,ARMA DE FOGO,Estiva,"-2,756847","-44,348245",São Luís,HOMICÍDIO DOLOSO
290,14/05/2017,masculino,54,20:25:00,ARMA DE FOGO,Jardim Tropical I,"-2,57504","-44,177828",São José de Ribamar,HOMICÍDIO DOLOSO
291,14/05/2017,masculino,31,23:00:00,ARMA DE FOGO,Residencial Carlos Augusto,"-2,529209","-44,165152",Paço do Lumiar,HOMICÍDIO DOLOSO
292,14/05/2017,masculino,24,04:00:00,ESPANCAMENTO,São Raimundo,"-2,596433","-44,231129",São Luís,HOMICÍDIO DOLOSO
293,15/05/2017,masculino,29,22:15:00,ARMA BRANCA,Alto da Esperança,"-2,548159","-44,315822",São Luís,HOMICÍDIO DOLOSO
294,15/05/2017,masculino,27,16:20:00,ARMA BRANCA,Boa Viagem,"-2,572168","-44,094272",São José de Ribamar,HOMICÍDIO DOLOSO
295,15/05/2017,masculino,61,02:30:00,ARMA DE FOGO,Itapera,"-2,671284","-44,281511",São Luís,HOMICÍDIO DOLOSO
296,16/05/2017,masculino,32,21:39:00,ARMA DE FOGO,Vila Arari,"-2,547066","-44,327345",São Luís,HOMICÍDIO DOLOSO
297,18/05/2017,masculino,23,22:32:00,ARMA DE FOGO,Caratatíua,"-2,540914","-44,26765",São Luís,MORTE DECORRENTE DE INTERVENÇÃO POLICIAL
298,20/05/2017,masculino,22,16:00:00,ARMA DE FOGO,Anjo da Guarda,"-2,559842","-44,32904",São Luís,HOMICÍDIO DOLOSO
299,20/05/2017,masculino,23,01:16:00,ARMA DE FOGO,Fátima,"-2,545758","-44,282992",São Luís,HOMICÍDIO DOLOSO
300,21/05/2017,masculino,34,20:17:00,ARMA DE FOGO,Pedrinhas,"-2,688089","-44,302711",São Luís,MORTE DECORRENTE DE INTERVENÇÃO POLICIAL
301,21/05/2017,masculino,32,20:17:00,ARMA DE FOGO,Pedrinhas,"-2,688089","-44,302711",São Luís,MORTE DECORRENTE DE INTERVENÇÃO POLICIAL
302,21/05/2017,masculino,17,20:19:00,ARMA DE FOGO,Alemanha,"-2,536584","-44,270396",São Luís,HOMICÍDIO DOLOSO
303,21/05/2017,masculino,27,20:35:00,ARMA DE FOGO,Alto do Calhau,"-2,501202","-44,257581",São Luís,HOMICÍDIO DOLOSO
304,21/05/2017,masculino,32,08:28:00,ARMA BRANCA,Anjo da Guarda,"-2,559842","-44,32904",São Luís,HOMICÍDIO DOLOSO
305,21/05/2017,masculino,32,03:33:00,ARMA BRANCA,Cidade Operária,"-2,573668","-44,199457",São Luís,HOMICÍDIO DOLOSO
306,21/05/2017,masculino,40,00:02:00,ARMA BRANCA,São Francisco,"-2,510474","-44,3049",São Luís,HOMICÍDIO DOLOSO
307,22/05/2017,masculino,23,01:31:00,ARMA DE FOGO,Itapera,"-2,671284","-44,281511",São Luís,MORTE DECORRENTE DE INTERVENÇÃO POLICIAL
308,22/05/2017,masculino,19,15:11:00,ARMA DE FOGO,Liberdade,"-2,527837","-44,285545",São Luís,HOMICÍDIO DOLOSO
309,23/05/2017,masculino,36,17:11:00,ARMA DE FOGO,Vila Conceição – Alto do Calhau,"-2,495039","-44,255354",São Luís,MORTE DECORRENTE DE INTERVENÇÃO POLICIAL
310,23/05/2017,masculino,40,17:11:00,ARMA DE FOGO,Vila Conceição – Alto do Calhau,"-2,495039","-44,255354",São Luís,MORTE DECORRENTE DE INTERVENÇÃO POLICIAL
311,23/05/2017,masculino,23,13:00:00,ARMA BRANCA,Fátima,"-2,545758","-44,282992",São Luís,HOMICÍDIO DOLOSO
312,23/05/2017,masculino,25,17:22:00,ARMA DE FOGO,Parque Araçagi,"-2,491136","-44,200281",Paço do Lumiar,HOMICÍDIO DOLOSO
313,23/05/2017,masculino,37,16:00:00,ARMA DE FOGO,Vila Embratel,"-2,568181","-44,311981",São Luís,HOMICÍDIO DOLOSO
314,26/05/2017,masculino,20,20:21:00,ARMA DE FOGO,Vila Roseana Sarney,"-2,546878","-44,077497",São José de Ribamar,HOMICÍDIO DOLOSO
315,26/05/2017,masculino,26,10:43:00,ARMA DE FOGO,Ponta da Madeira,"-2,562393","-44,361591",São Luís,HOMICÍDIO DOLOSO
316,27/05/2017,masculino,30,22:30:00,ARMA DE FOGO,Santa Efigênia,"-2,575169","-44,189072",São Luís,MORTE DECORRENTE DE INTERVENÇÃO POLICIAL
317,27/05/2017,masculino,17,10:00:00,ARMA DE FOGO,João Paulo,"-2,547023","-44,27398",São Luís,HOMICÍDIO DOLOSO
318,27/05/2017,masculino,42,09:00:00,ARMA BRANCA,Liberdade,"-2,527837","-44,285545",São Luís,HOMICÍDIO DOLOSO
319,29/05/2017,masculino,22,10:27:00,ARMA DE FOGO,Maracanã,"-2,637332","-44,285717",São Luís,HOMICÍDIO DOLOSO
320,30/05/2017,masculino,18,13:48:00,ARMA DE FOGO,Cidade Olímpica,"-2,594718","-44,18345",São Luís,HOMICÍDIO DOLOSO
321,30/05/2017,masculino,27,19:57:00,ARMA DE FOGO,Pedrinhas,"-2,688089","-44,302711",São Luís,HOMICÍDIO DOLOSO
322,30/05/2017,masculino,24,09:40:00,ARMA DE FOGO,Vila Progresso – Pedrinhas,"-2,683815","-44,294803",São Luís,HOMICÍDIO DOLOSO
323,31/05/2017,masculino,45,19:45:00,ARMA DE FOGO,Liberdade,"-2,527837","-44,285545",São Luís,HOMICÍDIO DOLOSO
324,31/05/2017,masculino,24,00:30:00,ARMA DE FOGO,-,"-2,647449","-44,074745",-,MORTE A ESCLARECER
325,31/05/2017,masculino,30,21:42:00,ESPANCAMENTO,Vila Janaína,"-2,59146","-44,191303",São Luís,HOMICÍDIO DOLOSO
326,01/06/2017,masculino,19,09:15:00,ARMA DE FOGO,Primavera/Coroadinho,"-2,566294","-44,280481",São Luís,HOMICÍDIO DOLOSO
327,01/06/2017,masculino,22,22:45:00,ARMA DE FOGO,Jardim Tropical I,"-2,57504","-44,177828",São Luís,MORTE DECORRENTE DE INTERVENÇÃO POLICIAL
328,01/06/2017,masculino,20,10:56:00,ARMA DE FOGO,Estiva,"-2,756847","-44,348245",São Luís,HOMICÍDIO DOLOSO
329,01/06/2017,masculino,17,10:28:00,ARMA BRANCA,Vila Luizão,"-2,489208","-44,211817",São Luís,HOMICÍDIO DOLOSO
330,03/06/2017,masculino,30,10:39:00,ARMA DE FOGO,Coroadinho,"-2,563829","-44,265997",São Luís,HOMICÍDIO DOLOSO
331,03/06/2017,masculino,21,21:05:00,ARMA DE FOGO,Liberdade,"-2,527837","-44,285545",São Luís,HOMICÍDIO DOLOSO
332,03/06/2017,masculino,44,16:57:00,ESPANCAMENTO,Sacavém,"-2,555651","-44,258047",São Luís,HOMICÍDIO DOLOSO
333,05/06/2017,masculino,17,18:20:00,OUTROS MEIOS,Vila Dom Luís,"-2,559129","-44,315489",São Luís,MORTE A ESCLARECER
334,05/06/2017,masculino,15,22:10:00,ARMA DE FOGO,Tibiri,"-2,617826","-44,25087",São Luís,HOMICÍDIO DOLOSO
335,06/06/2017,masculino,53,21:10:00,ARMA DE FOGO,Centro-PCL,"-2,532393","-44,107972",Paço do Lumiar,HOMICÍDIO DOLOSO
336,06/06/2017,masculino,19,20:12:00,ARMA DE FOGO,Coroadinho,"-2,563829","-44,265997",São Luís,HOMICÍDIO DOLOSO
337,06/06/2017,masculino,23,17:29:00,ARMA DE FOGO,Fabril,"-2,534501","-44,289502",São Luís,HOMICÍDIO DOLOSO
338,06/06/2017,masculino,30,08:52:00,ARMA DE FOGO,Pedrinhas,"-2,688089","-44,302711",São Luís,MORTE DECORRENTE DE INTERVENÇÃO POLICIAL
339,06/06/2017,masculino,24,17:29:00,ARMA DE FOGO,Fabril,"-2,534501","-44,289502",São Luís,HOMICÍDIO DOLOSO
340,08/06/2017,masculino,21,09:40:00,ARMA DE FOGO,Mata,"-2,588888","-44,164567",São José de Ribamar,HOMICÍDIO DOLOSO
341,08/06/2017,masculino,33,21:16:00,ARMA DE FOGO,Vila Sarney Filho I,"-2,555748","-44,16491",São José de Ribamar,HOMICÍDIO DOLOSO
342,09/06/2017,masculino,47,07:49:00,ARMA DE FOGO,Jardim Tropical I,"-2,57504","-44,177828",São José de Ribamar,HOMICÍDIO DOLOSO
343,09/06/2017,masculino,22,21:40:00,ARMA BRANCA,Vila Samara,"-2,742188","-44,347044",São Luís,HOMICÍDIO DOLOSO
344,10/06/2017,feminino,27,21:05:00,ARMA DE FOGO,Camboa,"-2,524172","-44,291157",São Luís,HOMICÍDIO DOLOSO
345,10/06/2017,masculino,32,21:53:00,ARMA DE FOGO,Gapara,"-2,58996","-44,301295",São Luís,HOMICÍDIO DOLOSO
346,10/06/2017,masculino,39,18:16:00,ARMA DE FOGO,Jaguarema,"-2,486678","-44,20804",São José de Ribamar,HOMICÍDIO DOLOSO
347,11/06/2017,masculino,26,01:18:00,ARMA DE FOGO,Liberdade,"-2,527837","-44,285545",São Luís,HOMICÍDIO DOLOSO
348,12/06/2017,masculino,18,09:32:00,ARMA DE FOGO,Bom Jesus,"-2,565726","-44,274752",São Luís,HOMICÍDIO DOLOSO
349,12/06/2017,masculino,33,23:19:00,ARMA DE FOGO,Nova Aurora,"-2,531267","-44,187398",São José de Ribamar,HOMICÍDIO DOLOSO
350,13/06/2017,masculino,18,16:20:00,ARMA DE FOGO,Cidade Olímpica,"-2,594718","-44,18345",São Luís,HOMICÍDIO DOLOSO
351,13/06/2017,masculino,30,20:04:00,ARMA DE FOGO,Vila Cafeteira-PCL,"-2,538985","-44,14856",Paço do Lumiar,HOMICÍDIO DOLOSO
352,14/06/2017,masculino,23,00:25:00,ESPANCAMENTO,Cidade Operária,"-2,573668","-44,199457",São Luís,HOMICÍDIO DOLOSO
353,14/06/2017,masculino,30,23:21:00,ARMA DE FOGO,Forquilha,"-2,555448","-44,215465",São Luís,HOMICÍDIO DOLOSO
354,15/06/2017,masculino,29,20:16:00,ARMA DE FOGO,Cruzeiro do Anil,"-2,540185","-44,230099",São Luís,HOMICÍDIO DOLOSO
355,15/06/2017,masculino,33,07:56:00,ARMA BRANCA,Santa Clara,"-2,598936","-44,200004",São Luís,HOMICÍDIO DOLOSO
356,16/06/2017,masculino,41,19:53:00,ARMA DE FOGO,Planalto Anil IV,"-2,550474","-44,218855",São Luís,HOMICÍDIO DOLOSO
357,16/06/2017,masculino,23,20:00:00,ARMA BRANCA,São José dos Índios,"-2,548717","-44,098799",São José de Ribamar,HOMICÍDIO DOLOSO
358,17/06/2017,masculino,31,20:00:00,ARMA BRANCA,Centro-SLZ,"-2,530153","-44,299664",São Luís,HOMICÍDIO DOLOSO
359,17/06/2017,masculino,21,13:34:00,ARMA DE FOGO,Fátima,"-2,545758","-44,282992",São Luís,HOMICÍDIO DOLOSO
